                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.1482,                 1.6063,                 1.2674,                0.97322,                0.97645,                0.99217,                0.80856,                0.64848,                0.38529,                0.96404,              0.0033231,              0.0033231,              0.0033231
                      1,                 1.0494,                0.75357,                 1.1903,                0.68581,                0.69185,                0.72061,                0.55515,                0.79192,                 1.4455,                 1.0229,              0.0066058,              0.0066058,              0.0066058
                      2,                 1.1028,                0.80098,                  1.227,                0.84246,                0.81977,                 0.8605,                0.57752,                  1.026,                0.96894,                 1.1771,              0.0098377,              0.0098377,              0.0098377
                      3,                  1.108,                0.80504,                  1.239,                0.97403,                0.98518,                0.99296,                0.77708,                0.73805,                0.47513,                 1.0319,              0.0097715,              0.0097715,              0.0097715
                      4,                 1.0414,                0.71719,                 1.2062,                 0.9756,                0.99117,                0.99348,                0.79537,                0.69052,                0.48443,                0.99188,              0.0097715,              0.0097715,              0.0097715
                      5,                0.99963,                0.66071,                 1.1803,                0.99069,                0.99173,                0.99487,                0.81373,                0.67582,                0.38654,                0.98218,              0.0096954,              0.0096954,              0.0096954
                      6,                0.95595,                0.62366,                 1.1626,                0.99249,                0.99281,                0.99458,                   0.83,                0.64647,                0.36272,                0.97056,              0.0096192,              0.0096192,              0.0096192
                      7,                0.92289,                0.59062,                 1.1402,                0.99131,                0.98893,                 0.9945,                0.83976,                0.61065,                0.36408,                0.94977,              0.0095431,              0.0095431,              0.0095431
                      8,                0.89642,                0.57571,                 1.1281,                0.98969,                0.99556,                 0.9947,                0.85621,                0.58742,                0.33151,                0.94142,              0.0094669,              0.0094669,              0.0094669
                      9,                0.87284,                0.55348,                 1.1177,                0.98975,                0.99205,                0.99466,                0.86218,                0.57134,                0.33159,                0.93015,              0.0093908,              0.0093908,              0.0093908
                     10,                0.85455,                0.53217,                 1.1074,                0.99507,                0.99541,                0.99488,                0.86257,                0.56523,                0.30885,                0.93086,              0.0093146,              0.0093146,              0.0093146
                     11,                0.84119,                0.52806,                 1.0947,                0.98684,                0.99193,                0.99441,                0.83318,                    0.6,                0.34136,                0.93462,              0.0092385,              0.0092385,              0.0092385
                     12,                0.82712,                0.51202,                 1.0933,                0.99149,                0.98878,                0.99467,                0.86955,                0.54098,                0.30672,                 0.9219,              0.0091623,              0.0091623,              0.0091623
                     13,                0.80781,                0.50142,                 1.0834,                0.99481,                0.99561,                 0.9948,                0.87158,                0.53563,                0.28487,                0.92465,              0.0090862,              0.0090862,              0.0090862
                     14,                0.80592,                0.49347,                 1.0862,                0.99407,                0.99143,                0.99487,                0.88014,                0.52675,                0.28119,                0.92384,                0.00901,                0.00901,                0.00901
                     15,                0.79256,                 0.4854,                  1.079,                 0.9937,                0.99289,                 0.9948,                0.87993,                0.51961,                0.28187,                  0.911,              0.0089338,              0.0089338,              0.0089338
                     16,                0.77995,                0.47791,                 1.0657,                0.99155,                0.99376,                0.99484,                0.88598,                0.50594,                0.27302,                0.90601,              0.0088577,              0.0088577,              0.0088577
                     17,                 0.7692,                0.47005,                 1.0621,                0.98826,                0.99601,                0.99471,                0.88532,                0.50303,                0.27204,                 0.9042,              0.0087815,              0.0087815,              0.0087815
                     18,                0.76566,                0.46703,                 1.0632,                0.99457,                0.99619,                0.99486,                0.89031,                 0.4998,                0.25972,                0.90434,              0.0087054,              0.0087054,              0.0087054
                     19,                0.76021,                0.46077,                 1.0612,                0.99363,                0.99327,                 0.9949,                0.89216,                0.48359,                0.25673,                0.90103,              0.0086292,              0.0086292,              0.0086292
                     20,                0.75066,                0.45598,                 1.0589,                0.99473,                 0.9916,                0.99491,                0.89915,                0.48115,                0.25152,                0.89842,              0.0085531,              0.0085531,              0.0085531
                     21,                0.74459,                0.45048,                   1.05,                0.99526,                0.99592,                0.99492,                  0.901,                0.47457,                0.24999,                 0.8984,              0.0084769,              0.0084769,              0.0084769
                     22,                0.74378,                 0.4469,                   1.05,                0.99278,                0.99635,                0.99493,                0.89839,                0.47428,                0.24398,                0.88632,              0.0084008,              0.0084008,              0.0084008
                     23,                 0.7347,                0.43924,                 1.0423,                 0.9953,                0.99635,                 0.9949,                0.90258,                0.47159,                0.23967,                0.89424,              0.0083246,              0.0083246,              0.0083246
                     24,                0.73157,                0.43243,                 1.0469,                0.99609,                0.99584,                0.99496,                0.90401,                0.46821,                0.23588,                0.89354,              0.0082485,              0.0082485,              0.0082485
                     25,                0.72999,                0.43175,                 1.0463,                0.99564,                0.99529,                0.99489,                0.90636,                 0.4599,                0.22946,                0.88948,              0.0081723,              0.0081723,              0.0081723
                     26,                0.72182,                0.43009,                 1.0427,                0.99571,                0.99441,                0.99499,                0.90563,                0.45867,                0.22991,                0.88681,              0.0080962,              0.0080962,              0.0080962
                     27,                0.71304,                0.42515,                  1.035,                0.99449,                0.99599,                0.99495,                 0.9075,                0.45555,                0.22737,                0.88121,                0.00802,                0.00802,                0.00802
                     28,                0.70664,                0.42042,                 1.0344,                0.99612,                0.99555,                0.99487,                0.90777,                0.45634,                0.22285,                0.88791,              0.0079438,              0.0079438,              0.0079438
                     29,                0.70331,                0.42061,                 1.0339,                 0.9944,                0.99561,                 0.9949,                0.90951,                0.45014,                0.22448,                0.88353,              0.0078677,              0.0078677,              0.0078677
                     30,                0.69745,                0.41638,                  1.025,                0.99573,                0.99581,                0.99491,                0.91259,                0.44801,                0.22011,                0.87719,              0.0077915,              0.0077915,              0.0077915
                     31,                0.69435,                0.40966,                 1.0264,                 0.9953,                0.99549,                0.99493,                0.91322,                0.44717,                0.21738,                0.87833,              0.0077154,              0.0077154,              0.0077154
                     32,                   0.69,                0.41409,                 1.0266,                0.99426,                0.99467,                0.99494,                0.91078,                0.44688,                0.21487,                0.88018,              0.0076392,              0.0076392,              0.0076392
                     33,                0.68752,                 0.4081,                  1.023,                0.99491,                0.99509,                0.99495,                0.91126,                0.44421,                0.21506,                0.87833,              0.0075631,              0.0075631,              0.0075631
                     34,                0.68707,                0.40848,                 1.0222,                0.99525,                0.99543,                0.99498,                0.91204,                0.44119,                0.21187,                0.87898,              0.0074869,              0.0074869,              0.0074869
                     35,                0.67901,                0.40055,                 1.0168,                0.99537,                0.99521,                0.99494,                 0.9156,                0.43776,                0.21037,                0.87686,              0.0074108,              0.0074108,              0.0074108
                     36,                0.67797,                0.40094,                 1.0168,                0.99693,                0.99505,                0.99496,                0.91547,                0.43564,                0.20845,                0.87658,              0.0073346,              0.0073346,              0.0073346
                     37,                 0.6714,                0.39534,                 1.0196,                0.99712,                0.99517,                0.99496,                0.91785,                0.43334,                0.20475,                0.87788,              0.0072585,              0.0072585,              0.0072585
                     38,                0.67374,                0.39671,                 1.0215,                0.99545,                0.99537,                0.99497,                0.91708,                0.43201,                0.20404,                0.87832,              0.0071823,              0.0071823,              0.0071823
                     39,                0.66947,                0.39188,                 1.0131,                0.99578,                0.99447,                0.99494,                0.91642,                0.43099,                0.20264,                0.87402,              0.0071062,              0.0071062,              0.0071062
                     40,                0.66935,                0.39529,                  1.014,                0.99569,                0.99553,                0.99495,                0.91723,                0.43183,                0.20253,                0.87409,                0.00703,                0.00703,                0.00703
                     41,                0.65846,                0.39216,                 1.0098,                0.99575,                0.99453,                0.99495,                0.91577,                 0.4298,                0.20163,                0.87304,              0.0069538,              0.0069538,              0.0069538
                     42,                0.65636,                0.38802,                 1.0078,                0.99556,                0.99603,                0.99493,                0.91681,                0.42943,                0.20108,                 0.8726,              0.0068777,              0.0068777,              0.0068777
                     43,                 0.6566,                0.38578,                 1.0081,                 0.9953,                 0.9949,                0.99489,                0.91734,                0.42773,                0.19925,                0.87145,              0.0068015,              0.0068015,              0.0068015
                     44,                0.65212,                0.38454,                 1.0089,                0.99637,                0.99431,                 0.9949,                0.91844,                0.42734,                0.20054,                0.87174,              0.0067254,              0.0067254,              0.0067254
                     45,                0.64682,                0.38095,                  1.001,                0.99548,                0.99448,                0.99489,                0.91876,                0.42632,                 0.1999,                0.87188,              0.0066492,              0.0066492,              0.0066492
                     46,                0.64856,                0.38179,                 1.0079,                0.99532,                 0.9945,                0.99489,                0.91892,                0.42572,                0.19896,                 0.8721,              0.0065731,              0.0065731,              0.0065731
                     47,                 0.6429,                0.37693,                 1.0021,                0.99522,                0.99548,                0.99489,                0.91886,                0.42507,                0.19855,                0.87163,              0.0064969,              0.0064969,              0.0064969
                     48,                0.64017,                 0.3725,                0.99986,                0.99531,                0.99448,                0.99489,                0.91921,                0.42387,                0.19741,                0.87063,              0.0064208,              0.0064208,              0.0064208
                     49,                0.63647,                0.37228,                 1.0009,                0.99545,                0.99389,                0.99489,                0.91954,                0.42325,                0.19712,                0.87015,              0.0063446,              0.0063446,              0.0063446
                     50,                0.63752,                0.37188,                0.99871,                0.99503,                0.99397,                0.99492,                0.91941,                0.42276,                0.19707,                 0.8695,              0.0062685,              0.0062685,              0.0062685
                     51,                0.63556,                0.37384,                0.99378,                 0.9946,                0.99586,                0.99492,                0.91949,                0.42194,                 0.1957,                0.86862,              0.0061923,              0.0061923,              0.0061923
                     52,                0.63085,                0.36771,                0.99386,                0.99521,                0.99464,                0.99492,                0.91987,                 0.4213,                0.19515,                0.86854,              0.0061162,              0.0061162,              0.0061162
                     53,                0.62574,                 0.3644,                0.99123,                0.99506,                0.99501,                0.99492,                 0.9189,                0.42078,                0.19459,                0.86808,                0.00604,                0.00604,                0.00604
                     54,                0.62543,                0.36477,                0.99163,                0.99477,                0.99599,                0.99493,                0.91975,                0.42021,                0.19417,                0.86767,              0.0059638,              0.0059638,              0.0059638
                     55,                0.62226,                0.36333,                0.99488,                0.99406,                0.99586,                0.99492,                 0.9198,                0.41989,                 0.1942,                0.86778,              0.0058877,              0.0058877,              0.0058877
                     56,                0.61796,                0.36079,                0.98961,                0.99405,                0.99588,                0.99493,                0.92003,                0.41957,                0.19361,                0.86744,              0.0058115,              0.0058115,              0.0058115
                     57,                0.61712,                0.36049,                0.99249,                0.99454,                0.99561,                0.99492,                0.91956,                0.41958,                0.19352,                0.86738,              0.0057354,              0.0057354,              0.0057354
                     58,                0.61523,                0.35904,                0.99024,                0.99464,                0.99547,                0.99492,                0.92002,                0.41926,                0.19322,                0.86719,              0.0056592,              0.0056592,              0.0056592
                     59,                0.61217,                0.35875,                0.98393,                0.99467,                0.99543,                0.99492,                   0.92,                0.41913,                0.19244,                0.86709,              0.0055831,              0.0055831,              0.0055831
                     60,                0.60891,                0.35448,                0.98271,                0.99456,                0.99548,                0.99492,                0.92001,                0.41867,                0.19175,                0.86668,              0.0055069,              0.0055069,              0.0055069
                     61,                0.60805,                0.35344,                0.98347,                  0.995,                0.99452,                0.99492,                0.92027,                0.41823,                0.19111,                0.86628,              0.0054308,              0.0054308,              0.0054308
                     62,                0.60502,                 0.3564,                0.98308,                0.99452,                0.99455,                0.99491,                0.91997,                0.41774,                0.19069,                0.86599,              0.0053546,              0.0053546,              0.0053546
                     63,                0.60316,                 0.3512,                0.98278,                0.99506,                0.99471,                0.99491,                0.92158,                 0.4174,                0.19068,                0.86573,              0.0052785,              0.0052785,              0.0052785
                     64,                0.60058,                0.34816,                0.98075,                0.99406,                0.99532,                0.99491,                 0.9206,                0.41733,                0.19014,                0.86558,              0.0052023,              0.0052023,              0.0052023
                     65,                0.59599,                0.34722,                0.98185,                0.99478,                0.99519,                0.99491,                0.92077,                0.41696,                0.19018,                0.86544,              0.0051262,              0.0051262,              0.0051262
                     66,                0.59361,                0.34369,                0.97754,                0.99489,                0.99518,                0.99491,                  0.921,                0.41672,                0.18963,                0.86533,                0.00505,                0.00505,                0.00505
                     67,                0.58991,                0.34162,                0.97454,                  0.995,                 0.9952,                0.99491,                0.92096,                0.41643,                0.18952,                0.86513,              0.0049738,              0.0049738,              0.0049738
                     68,                0.58913,                0.34549,                0.97872,                0.99518,                0.99494,                0.99491,                0.92073,                0.41614,                0.18913,                0.86467,              0.0048977,              0.0048977,              0.0048977
                     69,                0.58759,                0.34065,                0.97854,                0.99519,                0.99518,                0.99491,                0.92063,                0.41581,                0.18875,                0.86454,              0.0048215,              0.0048215,              0.0048215
                     70,                0.58142,                0.33788,                0.97577,                0.99478,                0.99505,                0.99491,                0.92139,                0.41545,                0.18797,                0.86431,              0.0047454,              0.0047454,              0.0047454
                     71,                0.58071,                0.33783,                0.97548,                0.99586,                0.99512,                0.99494,                0.92134,                0.41508,                0.18804,                 0.8641,              0.0046692,              0.0046692,              0.0046692
                     72,                0.58385,                0.33871,                0.97556,                 0.9954,                0.99532,                0.99494,                0.92229,                0.41492,                0.18785,                0.86412,              0.0045931,              0.0045931,              0.0045931
                     73,                0.57499,                0.33314,                0.97067,                0.99491,                0.99537,                0.99494,                0.92263,                0.41442,                0.18754,                0.86383,              0.0045169,              0.0045169,              0.0045169
                     74,                  0.576,                0.33411,                0.97234,                0.99538,                0.99541,                0.99494,                0.92283,                0.41401,                0.18679,                 0.8635,              0.0044408,              0.0044408,              0.0044408
                     75,                0.57567,                0.33447,                0.96908,                0.99508,                 0.9951,                0.99494,                0.92275,                0.41367,                0.18662,                0.86331,              0.0043646,              0.0043646,              0.0043646
                     76,                0.56914,                0.32959,                0.96604,                0.99535,                0.99492,                0.99494,                0.92319,                0.41346,                0.18628,                0.86334,              0.0042885,              0.0042885,              0.0042885
                     77,                0.56499,                0.32717,                0.96196,                0.99544,                0.99495,                0.99494,                0.92321,                0.41291,                0.18617,                  0.863,              0.0042123,              0.0042123,              0.0042123
                     78,                0.56538,                0.32603,                0.96483,                0.99527,                0.99482,                0.99495,                0.92308,                0.41255,                0.18605,                0.86301,              0.0041362,              0.0041362,              0.0041362
                     79,                0.55924,                0.32129,                0.96158,                0.99496,                 0.9957,                0.99495,                0.92344,                0.41215,                0.18553,                0.86276,                0.00406,                0.00406,                0.00406
                     80,                0.55824,                 0.3256,                0.96586,                0.99501,                0.99568,                0.99495,                0.92394,                0.41162,                0.18504,                0.86252,              0.0039838,              0.0039838,              0.0039838
                     81,                0.55544,                0.32093,                0.95873,                0.99507,                0.99565,                0.99495,                0.92383,                0.41128,                0.18475,                0.86243,              0.0039077,              0.0039077,              0.0039077
                     82,                0.55262,                 0.3188,                0.95366,                0.99623,                0.99591,                0.99498,                0.92429,                0.41079,                0.18511,                0.86199,              0.0038315,              0.0038315,              0.0038315
                     83,                0.55156,                0.31962,                0.95522,                 0.9952,                0.99487,                0.99495,                0.92382,                0.41046,                0.18448,                0.86137,              0.0037554,              0.0037554,              0.0037554
                     84,                0.54825,                  0.318,                0.95265,                0.99495,                0.99493,                0.99494,                0.92395,                0.41004,                0.18441,                0.86091,              0.0036792,              0.0036792,              0.0036792
                     85,                  0.549,                0.31551,                 0.9542,                0.99495,                0.99486,                0.99494,                 0.9243,                0.40967,                0.18432,                0.86047,              0.0036031,              0.0036031,              0.0036031
                     86,                0.54085,                0.31455,                0.95479,                0.99495,                0.99482,                0.99494,                0.92416,                0.40931,                0.18402,                0.86017,              0.0035269,              0.0035269,              0.0035269
                     87,                0.54282,                0.31332,                0.95776,                0.99606,                0.99568,                0.99498,                0.92476,                 0.4091,                0.18407,                0.86021,              0.0034508,              0.0034508,              0.0034508
                     88,                0.53715,                0.31079,                0.95323,                 0.9971,                0.99502,                0.99498,                0.92508,                0.40893,                0.18397,                0.85986,              0.0033746,              0.0033746,              0.0033746
                     89,                0.53617,                0.30833,                0.95146,                0.99611,                0.99526,                0.99498,                0.92538,                0.40852,                0.18395,                0.85969,              0.0032985,              0.0032985,              0.0032985
                     90,                0.53425,                0.30941,                 0.9516,                0.99607,                0.99526,                0.99497,                0.92495,                0.40844,                0.18339,                0.85967,              0.0032223,              0.0032223,              0.0032223
                     91,                0.52622,                0.30147,                0.94869,                0.99649,                 0.9951,                0.99497,                0.92564,                0.40818,                0.18283,                0.85947,              0.0031462,              0.0031462,              0.0031462
                     92,                0.52632,                0.30192,                0.94647,                0.99591,                0.99559,                0.99497,                0.92564,                0.40801,                0.18293,                0.85941,                0.00307,                0.00307,                0.00307
                     93,                 0.5265,                0.30159,                0.94828,                0.99583,                0.99568,                0.99496,                0.92591,                 0.4076,                0.18252,                0.85922,              0.0029938,              0.0029938,              0.0029938
                     94,                0.52074,                0.29909,                0.94146,                 0.9959,                0.99522,                0.99496,                0.92654,                0.40725,                0.18244,                0.85896,              0.0029177,              0.0029177,              0.0029177
                     95,                0.51944,                0.29753,                0.94173,                0.99584,                0.99549,                0.99496,                0.92666,                0.40707,                0.18214,                0.85877,              0.0028415,              0.0028415,              0.0028415
                     96,                0.51877,                0.29915,                0.94238,                0.99657,                0.99375,                0.99496,                0.92627,                0.40647,                0.18191,                 0.8583,              0.0027654,              0.0027654,              0.0027654
                     97,                0.51587,                0.29605,                0.93643,                0.99666,                 0.9937,                0.99495,                0.92655,                0.40622,                0.18252,                 0.8579,              0.0026892,              0.0026892,              0.0026892
                     98,                0.50623,                0.28906,                0.93572,                 0.9967,                0.99363,                0.99495,                0.92676,                0.40542,                0.18229,                0.85746,              0.0026131,              0.0026131,              0.0026131
                     99,                0.50701,                0.29047,                0.93954,                0.99649,                0.99359,                0.99495,                0.92726,                0.40509,                0.18219,                0.85728,              0.0025369,              0.0025369,              0.0025369
                    100,                0.50665,                0.28707,                0.93967,                0.99665,                0.99365,                0.99495,                0.92652,                0.40509,                 0.1821,                0.85736,              0.0024608,              0.0024608,              0.0024608
                    101,                 0.5024,                0.28544,                0.93775,                0.99706,                0.99344,                0.99495,                0.92704,                0.40481,                 0.1821,                0.85726,              0.0023846,              0.0023846,              0.0023846
                    102,                0.50065,                0.28544,                0.93531,                0.99647,                0.99406,                0.99495,                0.92672,                0.40433,                0.18175,                0.85711,              0.0023085,              0.0023085,              0.0023085
                    103,                 0.4955,                0.28317,                0.93331,                 0.9964,                0.99434,                0.99495,                0.92762,                0.40398,                0.18138,                0.85682,              0.0022323,              0.0022323,              0.0022323
                    104,                0.49224,                0.28421,                0.93247,                0.99644,                0.99426,                0.99495,                0.92757,                0.40332,                0.18064,                0.85656,              0.0021562,              0.0021562,              0.0021562
                    105,                0.48971,                0.27762,                0.93032,                 0.9961,                0.99313,                0.99495,                0.92779,                0.40301,                 0.1807,                0.85637,                0.00208,                0.00208,                0.00208
                    106,                0.48632,                0.27789,                0.93172,                0.99663,                0.99308,                0.99495,                0.92767,                0.40266,                0.18073,                0.85625,              0.0020038,              0.0020038,              0.0020038
                    107,                  0.487,                0.27551,                0.93014,                 0.9976,                0.99201,                0.99495,                0.92789,                0.40235,                0.18028,                0.85616,              0.0019277,              0.0019277,              0.0019277
                    108,                0.48313,                0.27369,                0.92775,                 0.9976,                0.99167,                0.99495,                0.92807,                0.40197,                0.18029,                0.85607,              0.0018515,              0.0018515,              0.0018515
                    109,                0.48196,                0.27479,                 0.9257,                0.99755,                0.99198,                0.99495,                0.92802,                0.40163,                 0.1796,                0.85616,              0.0017754,              0.0017754,              0.0017754
                    110,                0.47429,                0.26923,                 0.9227,                0.99715,                0.99197,                0.99495,                0.92802,                 0.4014,                0.17958,                0.85602,              0.0016992,              0.0016992,              0.0016992
                    111,                0.47373,                0.27062,                 0.9232,                 0.9976,                0.99204,                0.99495,                0.92843,                0.40132,                0.17939,                0.85591,              0.0016231,              0.0016231,              0.0016231
                    112,                0.46931,                0.26657,                0.92144,                0.99756,                0.99181,                0.99495,                0.92861,                0.40103,                0.17963,                0.85577,              0.0015469,              0.0015469,              0.0015469
                    113,                0.46813,                0.26575,                0.92339,                0.99718,                0.99189,                0.99495,                0.92827,                0.40072,                0.17967,                0.85563,              0.0014708,              0.0014708,              0.0014708
                    114,                0.46085,                0.26035,                0.91857,                0.99699,                0.99183,                0.99495,                0.92844,                0.40044,                 0.1791,                0.85529,              0.0013946,              0.0013946,              0.0013946
                    115,                 0.4596,                 0.2622,                0.91543,                0.99702,                0.99177,                0.99495,                0.92863,                0.40035,                0.17891,                0.85498,              0.0013185,              0.0013185,              0.0013185
                    116,                0.45913,                0.26162,                0.91666,                0.99698,                0.99179,                0.99495,                0.92954,                0.40013,                0.17864,                0.85479,              0.0012423,              0.0012423,              0.0012423
                    117,                0.45616,                0.25734,                0.91651,                0.99722,                0.99125,                0.99495,                0.92915,                    0.4,                0.17858,                0.85469,              0.0011662,              0.0011662,              0.0011662
                    118,                0.45318,                0.25616,                0.91713,                0.99728,                0.99112,                0.99495,                0.92941,                 0.3999,                0.17885,                0.85464,                0.00109,                0.00109,                0.00109
                    119,                0.44555,                0.25168,                0.91289,                0.99659,                0.99204,                0.99495,                 0.9301,                0.39972,                0.17918,                0.85457,              0.0010138,              0.0010138,              0.0010138
                    120,                0.44617,                0.25293,                0.91399,                0.99485,                0.99345,                0.99495,                0.92995,                0.39941,                0.17918,                 0.8542,             0.00093769,             0.00093769,             0.00093769
                    121,                0.44687,                0.25128,                0.91433,                0.99452,                 0.9936,                0.99495,                0.93073,                0.39919,                0.17908,                0.85369,             0.00086154,             0.00086154,             0.00086154
                    122,                 0.4378,                0.24738,                0.91031,                0.99438,                0.99367,                0.99495,                0.93116,                0.39903,                0.17902,                0.85354,             0.00078538,             0.00078538,             0.00078538
                    123,                0.43645,                0.24667,                0.91005,                0.99452,                0.99363,                0.99495,                0.93103,                0.39873,                0.17921,                0.85339,             0.00070923,             0.00070923,             0.00070923
                    124,                0.43047,                0.24293,                0.90677,                0.99449,                0.99365,                0.99495,                0.93045,                 0.3986,                0.17907,                 0.8534,             0.00063308,             0.00063308,             0.00063308
                    125,                 0.4299,                0.24201,                0.90692,                0.99448,                0.99364,                0.99495,                0.93057,                0.39863,                0.17899,                0.85341,             0.00055692,             0.00055692,             0.00055692
                    126,                0.42863,                0.24053,                0.90759,                0.99448,                0.99369,                0.99495,                0.93029,                0.39835,                0.17899,                0.85349,             0.00048077,             0.00048077,             0.00048077
                    127,                0.42227,                0.23779,                0.90541,                0.99431,                0.99384,                0.99495,                 0.9302,                 0.3982,                 0.1791,                0.85361,             0.00040462,             0.00040462,             0.00040462
                    128,                0.41901,                0.23563,                0.90281,                0.99418,                0.99397,                0.99495,                0.93006,                0.39783,                  0.179,                0.85338,             0.00032846,             0.00032846,             0.00032846
                    129,                0.42056,                 0.2375,                0.90413,                 0.9941,                0.99397,                0.99495,                0.93061,                0.39776,                0.17848,                0.85348,             0.00025231,             0.00025231,             0.00025231
